created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2019-11-23 02:45:20 +08,2065,28.80,82.50,2.05,19,"90

",,,,
2019-11-23 02:46:21 +08,2066,28.80,82.50,2.05,19,"90

",,,,
2019-11-23 02:47:22 +08,2067,28.70,82.50,2.05,19,"90

",,,,
2019-11-23 02:49:25 +08,2068,28.80,82.50,2.05,19,"90

",,,,
2019-11-23 02:50:26 +08,2069,28.80,82.40,2.05,19,"90

",,,,
2019-11-23 02:51:28 +08,2070,28.80,82.40,2.05,19,"90

",,,,
2019-11-23 02:52:29 +08,2071,28.80,82.40,2.05,19,"90

",,,,
2019-11-23 02:53:30 +08,2072,28.80,82.30,2.05,19,"90

",,,,
2019-11-23 02:54:31 +08,2073,28.80,82.30,2.05,19,"90

",,,,
2019-11-23 02:56:34 +08,2074,28.80,82.40,2.05,19,"90

",,,,
2019-11-23 02:58:36 +08,2075,28.80,82.40,2.05,19,"90

",,,,
2019-11-23 02:59:38 +08,2076,28.80,82.40,2.05,19,"90

",,,,
2019-11-23 03:00:39 +08,2077,28.80,82.40,2.05,19,"90

",,,,
2019-11-23 03:02:41 +08,2078,28.80,82.30,2.05,19,"90

",,,,
2019-11-23 03:04:44 +08,2079,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:05:45 +08,2080,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:07:48 +08,2081,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:09:50 +08,2082,28.70,82.20,2.05,19,"90

",,,,
2019-11-23 03:11:53 +08,2083,28.70,82.20,2.05,19,"90

",,,,
2019-11-23 03:12:54 +08,2084,28.70,82.20,2.05,19,"90

",,,,
2019-11-23 03:13:56 +08,2085,28.70,82.20,2.05,19,"90

",,,,
2019-11-23 03:15:58 +08,2086,28.70,82.20,2.05,19,"90

",,,,
2019-11-23 03:18:01 +08,2087,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:20:03 +08,2088,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:21:05 +08,2089,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:28:13 +08,2090,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:29:14 +08,2091,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:30:16 +08,2092,28.70,82.20,2.05,19,"90

",,,,
2019-11-23 03:36:25 +08,2093,28.70,82.20,2.83,19,"90

",,,,
2019-11-23 03:37:27 +08,2094,28.70,82.20,2.05,19,"90

",,,,
2019-11-23 03:38:28 +08,2095,28.70,82.20,2.05,19,"90

",,,,
2019-11-23 03:39:30 +08,2096,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:41:32 +08,2097,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 03:42:33 +08,2098,28.60,82.30,2.05,19,"90

",,,,
2019-11-23 03:44:36 +08,2099,28.60,82.30,2.05,19,"90

",,,,
2019-11-23 03:47:40 +08,2100,28.60,82.40,2.05,19,"90

",,,,
2019-11-23 03:48:41 +08,2101,28.60,82.40,2.05,19,"90

",,,,
2019-11-23 03:50:43 +08,2102,28.70,82.50,2.05,19,"90

",,,,
2019-11-23 03:51:44 +08,2103,28.60,82.50,2.05,19,"90

",,,,
2019-11-23 03:59:54 +08,2104,28.70,82.40,2.05,19,"90

",,,,
2019-11-23 04:00:55 +08,2105,28.70,82.40,2.05,19,"90

",,,,
2019-11-23 04:01:57 +08,2106,28.70,82.40,2.05,19,"90

",,,,
2019-11-23 04:02:58 +08,2107,28.70,82.40,2.83,19,"90

",,,,
2019-11-23 04:03:59 +08,2108,28.70,82.40,2.05,19,"90

",,,,
2019-11-23 04:08:04 +08,2109,28.60,82.50,2.05,19,"90

",,,,
2019-11-23 04:09:05 +08,2110,28.60,82.40,2.05,19,"90

",,,,
2019-11-23 04:16:14 +08,2111,28.60,82.40,2.05,19,"90

",,,,
2019-11-23 04:18:16 +08,2112,28.60,82.50,2.05,19,"90

",,,,
2019-11-23 04:19:17 +08,2113,28.60,82.40,2.05,19,"90

",,,,
2019-11-23 04:21:20 +08,2114,28.60,82.40,2.05,19,"90

",,,,
2019-11-23 04:24:24 +08,2115,28.60,82.30,2.83,19,"90

",,,,
2019-11-23 04:25:25 +08,2116,28.70,82.30,2.05,19,"90

",,,,
2019-11-23 04:26:26 +08,2117,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 04:27:28 +08,2118,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 04:30:31 +08,2119,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 04:31:33 +08,2120,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 04:32:34 +08,2121,28.60,82.20,2.83,19,"90

",,,,
2019-11-23 04:33:35 +08,2122,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 04:34:37 +08,2123,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:35:38 +08,2124,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:36:39 +08,2125,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:37:41 +08,2126,28.60,82.00,2.05,19,"90

",,,,
2019-11-23 04:38:42 +08,2127,28.60,82.00,2.05,19,"90

",,,,
2019-11-23 04:39:45 +08,2128,28.60,82.00,2.05,19,"90

",,,,
2019-11-23 04:40:46 +08,2129,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:42:48 +08,2130,28.60,82.00,2.05,19,"90

",,,,
2019-11-23 04:43:50 +08,2131,28.60,82.00,2.05,19,"90

",,,,
2019-11-23 04:44:51 +08,2132,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:46:54 +08,2133,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 04:47:55 +08,2134,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:48:56 +08,2135,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:49:58 +08,2136,28.60,82.10,2.83,19,"90

",,,,
2019-11-23 04:50:59 +08,2137,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:52:00 +08,2138,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:53:02 +08,2139,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:54:03 +08,2140,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:56:05 +08,2141,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 04:57:07 +08,2142,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 04:58:08 +08,2143,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:00:11 +08,2144,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:01:12 +08,2145,28.60,82.20,2.15,19,"90

",,,,
2019-11-23 05:02:13 +08,2146,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:03:15 +08,2147,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:04:16 +08,2148,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:05:17 +08,2149,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:06:18 +08,2150,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:07:20 +08,2151,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:09:22 +08,2152,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:10:24 +08,2153,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:11:25 +08,2154,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:13:27 +08,2155,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:14:29 +08,2156,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:15:30 +08,2157,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:17:32 +08,2158,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:18:34 +08,2159,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:19:35 +08,2160,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:21:37 +08,2161,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:22:39 +08,2162,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:23:40 +08,2163,28.60,82.10,2.05,19,"90

",,,,
2019-11-23 05:25:42 +08,2164,28.60,82.20,2.83,19,"90

",,,,
2019-11-23 05:26:44 +08,2165,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:27:45 +08,2166,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:28:46 +08,2167,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:30:49 +08,2168,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:31:50 +08,2169,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:32:51 +08,2170,28.60,82.30,2.05,19,"90

",,,,
2019-11-23 05:34:58 +08,2171,28.60,82.30,2.15,19,"90

",,,,
2019-11-23 05:36:00 +08,2172,28.60,82.30,2.05,19,"90

",,,,
2019-11-23 05:37:01 +08,2173,28.60,82.30,2.05,19,"90

",,,,
2019-11-23 05:39:03 +08,2174,28.60,82.30,2.05,19,"90

",,,,
2019-11-23 05:40:05 +08,2175,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:41:06 +08,2176,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:43:08 +08,2177,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:44:10 +08,2178,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:45:11 +08,2179,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:46:12 +08,2180,28.60,82.20,2.05,19,"90

",,,,
2019-11-23 05:49:16 +08,2181,28.50,82.10,2.05,19,"90

",,,,
2019-11-23 05:50:17 +08,2182,28.50,82.00,2.05,19,"90

",,,,
2019-11-23 05:51:19 +08,2183,28.50,82.00,2.83,19,"90

",,,,
2019-11-23 05:52:20 +08,2184,28.50,82.00,2.05,19,"90

",,,,
2019-11-23 05:53:21 +08,2185,28.50,82.00,2.05,19,"90

",,,,
2019-11-23 05:54:23 +08,2186,28.50,82.00,2.05,19,"90

",,,,
2019-11-23 05:55:24 +08,2187,28.50,82.10,2.83,19,"90

",,,,
2019-11-23 05:56:25 +08,2188,28.50,82.10,2.05,19,"90

",,,,
2019-11-23 05:57:27 +08,2189,28.50,82.20,2.05,19,"90

",,,,
2019-11-23 05:59:30 +08,2190,28.50,82.20,2.83,19,"90

",,,,
2019-11-23 06:00:31 +08,2191,28.50,82.20,2.05,19,"90

",,,,
2019-11-23 06:01:33 +08,2192,28.50,82.10,2.05,19,"90

",,,,
2019-11-23 06:02:34 +08,2193,28.50,82.10,2.05,19,"90

",,,,
2019-11-23 06:03:35 +08,2194,28.50,82.10,2.05,19,"90

",,,,
2019-11-23 06:05:38 +08,2195,28.40,82.00,2.05,19,"90

",,,,
2019-11-23 06:06:39 +08,2196,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:07:40 +08,2197,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:09:43 +08,2198,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:10:44 +08,2199,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:11:45 +08,2200,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:13:48 +08,2201,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:14:49 +08,2202,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:16:51 +08,2203,28.40,82.10,2.83,19,"90

",,,,
2019-11-23 06:17:53 +08,2204,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:18:54 +08,2205,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:19:55 +08,2206,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:20:57 +08,2207,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:22:01 +08,2208,28.40,82.10,2.83,19,"90

",,,,
2019-11-23 06:24:03 +08,2209,28.40,82.00,2.05,19,"90

",,,,
2019-11-23 06:25:05 +08,2210,28.40,82.00,2.05,19,"90

",,,,
2019-11-23 06:28:11 +08,2211,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:29:12 +08,2212,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:31:15 +08,2213,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:32:16 +08,2214,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:33:17 +08,2215,28.40,82.10,2.05,19,"90

",,,,
2019-11-23 06:35:20 +08,2216,28.40,82.20,2.05,19,"90

",,,,
2019-11-23 06:36:21 +08,2217,28.40,82.30,2.05,19,"90

",,,,
2019-11-23 06:37:22 +08,2218,28.40,82.30,2.05,19,"90

",,,,
2019-11-23 06:39:25 +08,2219,28.40,82.40,2.05,19,"90

",,,,
2019-11-23 06:40:26 +08,2220,28.40,82.40,2.05,19,"90

",,,,
2019-11-23 06:41:27 +08,2221,28.40,82.50,2.05,19,"90

",,,,
2019-11-23 06:42:29 +08,2222,28.30,82.40,2.05,19,"90

",,,,
2019-11-23 06:44:31 +08,2223,28.30,82.50,2.05,19,"90

",,,,
2019-11-23 06:45:33 +08,2224,28.30,82.50,2.05,19,"90

",,,,
2019-11-23 06:47:35 +08,2225,28.40,82.60,2.83,19,"90

",,,,
2019-11-23 06:48:36 +08,2226,28.30,82.50,2.05,19,"90

",,,,
2019-11-23 06:49:37 +08,2227,28.40,82.60,2.05,19,"90

",,,,
2019-11-23 06:50:42 +08,2228,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 06:52:44 +08,2229,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 06:53:45 +08,2230,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 06:54:47 +08,2231,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 06:56:49 +08,2232,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 06:57:50 +08,2233,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 06:59:53 +08,2234,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 07:01:56 +08,2235,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 07:02:57 +08,2236,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 07:03:58 +08,2237,28.40,82.70,2.05,19,"90

",,,,
2019-11-23 07:05:00 +08,2238,28.40,82.70,2.83,19,"90

",,,,
2019-11-23 07:07:02 +08,2239,28.40,82.70,2.05,20,"100

",,,,
2019-11-23 07:08:04 +08,2240,28.40,82.70,2.05,20,"100

",,,,
2019-11-23 07:10:06 +08,2241,28.40,82.60,2.15,20,"100

",,,,
2019-11-23 07:11:08 +08,2242,28.40,82.60,2.05,20,"100

",,,,
2019-11-23 07:12:09 +08,2243,28.40,82.50,2.05,20,"100

",,,,
2019-11-23 07:14:11 +08,2244,28.40,82.50,2.05,20,"100

",,,,
2019-11-23 07:15:13 +08,2245,28.40,82.40,2.05,20,"100

",,,,
2019-11-23 07:16:14 +08,2246,28.40,82.40,2.05,20,"100

",,,,
2019-11-23 07:17:15 +08,2247,28.40,82.40,2.05,20,"100

",,,,
2019-11-23 07:18:17 +08,2248,28.40,82.40,2.15,20,"100

",,,,
2019-11-23 07:19:18 +08,2249,28.40,82.40,2.05,20,"100

",,,,
2019-11-23 07:20:19 +08,2250,28.40,82.40,2.05,20,"100

",,,,
2019-11-23 07:21:20 +08,2251,28.40,82.40,2.05,20,"100

",,,,
2019-11-23 07:23:23 +08,2252,28.40,82.40,2.05,20,"100

",,,,
2019-11-23 07:27:30 +08,2253,28.40,82.30,2.05,3,"10

",,,,
2019-11-23 07:28:32 +08,2254,28.40,82.20,2.05,2,"10

",,,,
2019-11-23 07:32:37 +08,2255,28.30,82.50,2.05,-1,"0

",,,,
2019-11-23 07:33:38 +08,2256,28.30,82.70,2.05,-1,"0

",,,,
2019-11-23 07:34:39 +08,2257,28.20,82.90,2.05,-1,"0

",,,,
2019-11-23 07:35:40 +08,2258,28.20,82.90,2.83,-1,"0

",,,,
2019-11-23 07:36:42 +08,2259,28.20,82.90,2.05,-1,"0

",,,,
2019-11-23 07:37:43 +08,2260,28.20,83.00,2.05,-1,"0

",,,,
2019-11-23 07:38:44 +08,2261,28.30,83.10,2.05,-1,"0

",,,,
2019-11-23 07:39:46 +08,2262,28.20,83.10,2.05,-1,"0

",,,,
2019-11-23 07:40:47 +08,2263,28.20,83.10,2.05,-1,"0

",,,,
2019-11-23 07:41:48 +08,2264,28.20,83.10,2.05,9,"40

",,,,
2019-11-23 07:42:50 +08,2265,28.20,83.80,2.05,9,"40

",,,,
2019-11-23 07:44:52 +08,2266,28.20,84.30,2.05,9,"40

",,,,
2019-11-23 07:45:53 +08,2267,28.20,84.20,2.05,9,"40

",,,,
2019-11-23 13:31:07 +08,2268,29.00,78.90,2.05,14,"70

",,,,
2019-11-23 13:34:10 +08,2269,29.10,78.60,2.05,14,"70

",,,,
2019-11-23 13:36:13 +08,2270,29.10,78.30,2.05,14,"70

",,,,
2019-11-23 13:37:14 +08,2271,29.10,78.30,1.96,14,"70

",,,,
2019-11-23 13:43:00 +08,2272,29.20,76.70,2.05,17,"80

",,,,
2019-11-23 13:44:01 +08,2273,29.10,78.20,2.74,17,"80

",,,,
2019-11-23 13:45:03 +08,2274,29.20,77.70,1.96,17,"80

",,,,
2019-11-23 13:47:05 +08,2275,29.20,78.00,1.96,17,"80

",,,,
2019-11-23 13:49:08 +08,2276,29.20,78.60,1.96,17,"80

",,,,
2019-11-23 13:50:09 +08,2277,29.20,79.40,1.96,17,"80

",,,,
2019-11-23 13:51:11 +08,2278,29.20,79.50,1.96,17,"80

",,,,
2019-11-23 13:53:13 +08,2279,29.20,79.20,2.05,17,"80

",,,,
2019-11-23 13:54:15 +08,2280,29.30,79.00,1.96,17,"80

",,,,
2019-11-23 13:55:16 +08,2281,29.30,79.10,2.05,17,"80

",,,,
2019-11-23 13:56:20 +08,2282,29.30,79.10,2.05,17,"80

",,,,
2019-11-23 13:57:22 +08,2283,29.30,78.90,2.05,17,"80

",,,,
2019-11-23 13:59:24 +08,2284,29.30,78.80,2.05,17,"80

",,,,
2019-11-23 14:11:39 +08,2285,29.40,79.30,2.05,17,"80

",,,,
2019-11-23 14:12:41 +08,2286,29.40,79.20,2.05,17,"80

",,,,
2019-11-23 14:13:42 +08,2287,29.40,78.90,2.05,17,"80

",,,,
2019-11-23 14:15:45 +08,2288,29.50,77.30,2.05,17,"80

",,,,
2019-11-23 14:16:46 +08,2289,29.50,77.60,2.05,17,"80

",,,,
2019-11-23 14:47:30 +08,2290,29.70,77.30,2.15,20,"100

",,,,
2019-11-23 14:51:34 +08,2291,29.70,78.00,2.15,20,"100

",,,,
2019-11-23 14:52:36 +08,2292,29.70,77.90,2.05,20,"100

",,,,
2019-11-23 14:56:44 +08,2293,29.70,77.30,2.15,20,"100

",,,,
2019-11-23 14:57:45 +08,2294,29.70,77.20,2.15,20,"100

",,,,
2019-11-23 14:59:48 +08,2295,29.70,77.30,2.15,20,"100

",,,,
2019-11-23 15:00:49 +08,2296,29.70,77.40,2.15,20,"100

",,,,
2019-11-23 15:01:50 +08,2297,29.70,77.60,2.15,20,"100

",,,,
2019-11-23 15:03:53 +08,2298,29.70,77.70,2.15,20,"100

",,,,
2019-11-23 15:04:54 +08,2299,29.70,77.50,2.15,20,"100

",,,,
2019-11-23 15:05:56 +08,2300,29.70,77.40,2.15,20,"100

",,,,
2019-11-23 15:06:57 +08,2301,29.70,77.50,2.15,20,"100

",,,,
2019-11-23 15:07:59 +08,2302,29.80,77.70,2.15,20,"100

",,,,
2019-11-23 15:09:00 +08,2303,29.80,77.60,2.15,20,"100

",,,,
2019-11-23 15:10:02 +08,2304,29.80,77.20,2.15,20,"100

",,,,
2019-11-23 15:11:03 +08,2305,29.80,77.20,2.15,20,"100

",,,,
2019-11-23 15:15:09 +08,2306,29.90,77.10,2.15,20,"100

",,,,
2019-11-23 15:16:10 +08,2307,29.90,76.80,2.83,20,"100

",,,,
2019-11-23 15:17:12 +08,2308,29.90,76.20,2.15,20,"100

",,,,
2019-11-23 15:18:13 +08,2309,29.90,75.90,2.15,20,"100

",,,,
2019-11-23 15:19:15 +08,2310,30.00,75.50,2.15,20,"100

",,,,
2019-11-23 15:21:17 +08,2311,30.00,74.00,2.15,20,"100

",,,,
2019-11-23 15:22:18 +08,2312,30.10,74.20,2.15,20,"100

",,,,
2019-11-23 15:23:20 +08,2313,30.10,74.00,2.15,20,"100

",,,,
2019-11-23 15:25:22 +08,2314,30.10,74.40,2.83,20,"100

",,,,
2019-11-23 15:32:32 +08,2315,29.90,75.50,2.15,20,"100

",,,,
2019-11-23 15:34:34 +08,2316,29.90,76.20,2.15,20,"100

",,,,
2019-11-23 15:36:37 +08,2317,29.90,76.90,2.15,20,"100

",,,,
2019-11-23 15:39:41 +08,2318,29.90,76.20,2.15,20,"100

",,,,
2019-11-23 15:40:42 +08,2319,29.90,76.40,2.15,20,"100

",,,,
2019-11-23 15:41:43 +08,2320,29.80,76.10,2.15,20,"100

",,,,
2019-11-23 15:47:54 +08,2321,29.80,77.40,2.15,20,"100

",,,,
2019-11-23 15:55:04 +08,2322,29.70,78.60,2.15,20,"100

",,,,
2019-11-23 15:59:09 +08,2323,29.50,80.00,2.15,3,"10

",,,,
2019-11-23 16:01:12 +08,2324,29.50,79.90,2.15,3,"10

",,,,
2019-11-23 16:02:14 +08,2325,29.50,79.80,2.15,3,"10

",,,,
2019-11-23 16:05:17 +08,2326,29.50,79.80,2.15,4,"20

",,,,
2019-11-23 16:08:22 +08,2327,29.40,80.10,2.15,3,"10

",,,,
2019-11-23 16:10:24 +08,2328,29.40,79.90,2.93,4,"20

",,,,
2019-11-23 16:12:27 +08,2329,29.30,79.90,2.15,6,"30

",,,,
2019-11-23 16:15:31 +08,2330,29.20,80.70,2.15,6,"30

",,,,
2019-11-23 16:16:32 +08,2331,29.30,80.70,2.15,6,"30

",,,,
2019-11-23 16:17:34 +08,2332,29.30,80.70,2.15,6,"30

",,,,
2019-11-23 16:19:36 +08,2333,29.40,80.80,2.15,6,"30

",,,,
2019-11-23 16:21:39 +08,2334,29.50,80.80,2.15,6,"30

",,,,
2019-11-23 16:24:42 +08,2335,29.60,80.70,2.15,6,"30

",,,,
2019-11-23 16:28:48 +08,2336,29.70,80.70,2.15,6,"30

",,,,
2019-11-23 16:29:49 +08,2337,29.80,80.70,2.15,6,"30

",,,,
2019-11-23 16:36:00 +08,2338,29.90,80.40,2.93,6,"30

",,,,
2019-11-23 16:39:03 +08,2339,29.90,80.40,2.15,6,"30

",,,,
2019-11-23 16:40:05 +08,2340,29.90,80.40,2.15,6,"30

",,,,
2019-11-23 16:43:08 +08,2341,29.90,80.40,2.93,6,"30

",,,,
2019-11-23 16:48:18 +08,2342,29.80,80.10,2.15,15,"70

",,,,
2019-11-23 16:51:29 +08,2343,29.80,80.30,2.15,15,"70

",,,,
2019-11-23 17:01:42 +08,2344,29.80,80.10,2.15,15,"70

",,,,
2019-11-23 17:02:44 +08,2345,29.80,80.20,2.15,15,"70

",,,,
2019-11-23 17:15:02 +08,2346,29.60,80.30,2.15,15,"70

",,,,
2019-11-23 17:17:05 +08,2347,29.50,79.90,2.15,15,"70

",,,,
2019-11-23 17:18:06 +08,2348,29.50,79.60,2.15,15,"70

",,,,
2019-11-23 17:20:12 +08,2349,29.40,80.00,2.15,15,"70

",,,,
2019-11-23 17:21:13 +08,2350,29.40,80.30,2.15,15,"70

",,,,
2019-11-23 17:22:14 +08,2351,29.40,80.40,2.15,20,"100

",,,,
2019-11-23 17:23:16 +08,2352,29.30,80.30,2.15,20,"100

",,,,
2019-11-23 17:26:19 +08,2353,29.20,79.90,2.15,20,"100

",,,,
2019-11-23 17:29:24 +08,2354,29.10,80.60,2.15,20,"100

",,,,
2019-11-23 17:31:29 +08,2355,29.00,80.60,2.15,20,"100

",,,,
2019-11-23 17:36:36 +08,2356,28.90,81.70,2.15,20,"100

",,,,
2019-11-23 17:41:46 +08,2357,28.80,82.00,2.15,20,"100

",,,,
2019-11-23 17:44:53 +08,2358,28.90,82.20,2.15,20,"100

",,,,
2019-11-23 17:46:56 +08,2359,28.90,81.90,2.15,20,"100

",,,,
2019-11-23 17:49:59 +08,2360,28.90,82.40,2.15,20,"100

",,,,
2019-11-23 17:57:21 +08,2361,29.20,81.60,2.15,4,"20

",,,,
2019-11-23 18:01:28 +08,2362,29.20,81.20,2.15,4,"20

",,,,
2019-11-23 18:02:30 +08,2363,29.20,81.20,2.15,4,"20

",,,,
2019-11-23 18:08:43 +08,2364,29.20,81.40,2.15,4,"20

",,,,
2019-11-23 18:09:44 +08,2365,29.10,81.30,2.15,4,"20

",,,,
2019-11-23 18:10:46 +08,2366,29.20,81.30,2.15,4,"20

",,,,
2019-11-23 18:13:50 +08,2367,29.10,81.10,2.15,4,"20

",,,,
2019-11-23 18:15:52 +08,2368,29.10,81.40,2.15,4,"20

",,,,
2019-11-23 18:17:55 +08,2369,29.00,81.60,2.15,4,"20

",,,,
2019-11-23 18:18:56 +08,2370,29.00,81.70,2.15,4,"20

",,,,
2019-11-23 18:24:03 +08,2371,29.00,82.00,2.15,4,"20

",,,,
2019-11-23 18:25:04 +08,2372,29.00,82.10,2.93,4,"20

",,,,
2019-11-23 18:27:07 +08,2373,29.00,82.10,2.15,4,"20

",,,,
2019-11-23 18:28:08 +08,2374,29.00,82.30,2.15,4,"20

",,,,
2019-11-23 18:35:17 +08,2375,28.90,82.80,2.15,4,"20

",,,,
2019-11-23 18:37:20 +08,2376,28.90,82.80,2.15,4,"20

",,,,
2019-11-23 18:39:22 +08,2377,28.90,82.90,2.15,4,"20

",,,,
2019-11-23 18:40:24 +08,2378,28.90,82.80,2.15,3,"10

",,,,
2019-11-23 18:43:27 +08,2379,28.80,83.00,2.15,4,"20

",,,,
2019-11-23 18:46:31 +08,2380,28.80,83.10,2.15,4,"20

",,,,
2019-11-23 18:49:35 +08,2381,28.80,82.90,2.15,4,"20

",,,,
2019-11-23 18:54:42 +08,2382,28.70,82.40,2.15,3,"10

",,,,
2019-11-23 18:56:44 +08,2383,28.70,82.50,2.15,3,"10

",,,,
2019-11-23 18:58:50 +08,2384,28.60,82.50,2.15,3,"10

",,,,
2019-11-23 19:00:53 +08,2385,28.60,82.50,2.15,4,"20

",,,,
2019-11-23 19:03:00 +08,2386,28.60,82.60,2.15,3,"10

",,,,
2019-11-23 19:04:01 +08,2387,28.70,82.60,2.15,4,"20

",,,,
2019-11-23 19:09:12 +08,2388,28.70,82.20,2.15,4,"20

",,,,
2019-11-23 19:14:18 +08,2389,28.70,80.90,2.15,4,"20

",,,,
2019-11-23 19:17:30 +08,2390,28.50,81.90,2.15,4,"20

",,,,
2019-11-23 19:18:31 +08,2391,28.50,82.00,2.15,4,"20

",,,,
2019-11-23 19:20:33 +08,2392,28.50,82.00,2.15,4,"20

",,,,
2019-11-23 19:21:35 +08,2393,28.60,82.00,2.15,4,"20

",,,,
2019-11-23 19:22:36 +08,2394,28.60,81.90,2.15,4,"20

",,,,
2019-11-23 19:24:39 +08,2395,28.60,81.70,2.15,4,"20

",,,,
2019-11-23 19:26:41 +08,2396,28.70,81.50,2.15,4,"20

",,,,
2019-11-23 19:27:42 +08,2397,28.70,81.50,2.15,4,"20

",,,,
2019-11-23 19:29:45 +08,2398,28.70,81.70,2.15,4,"20

",,,,
2019-11-23 19:31:48 +08,2399,28.70,81.20,2.15,4,"20

",,,,
2019-11-23 19:34:56 +08,2400,28.70,81.00,2.15,3,"10

",,,,
2019-11-23 19:38:00 +08,2401,28.60,82.10,2.15,13,"60

",,,,
2019-11-23 19:39:01 +08,2402,28.60,82.00,2.15,13,"60

",,,,
2019-11-23 19:40:02 +08,2403,28.70,82.20,2.15,13,"60

",,,,
2019-11-23 19:42:05 +08,2404,28.70,82.70,2.15,13,"60

",,,,
